name;type;size;allergens;size_variant;price;frequency
2X Gazd.bravč.rezeň so slaninkou a cibuľou, ½ryža,½frit.zem.;Hlavné jedlo;200g/150g/100g;1;2X;7.10 €;
2X Gazdovský bravčový rezeň so slaninkou a cibuľkou, americké zemiaky;Hlavné jedlo;200g/200g;1;2X;7.10 €;
2X Gazdovský bravčový rezeň so slaninkou a cibuľou, ½ryža,½hranolky;Hlavné jedlo;200g/150g/100g;1;2X;7.10 €;
2X Gazdovský bravčový rezeň so slaninkou a cibuľou, opekané zemiaky;Hlavné jedlo;200g/180g;1;2X;7.10 €;
2X Gazdovský bravčový rezeň so slaninkou a cibuľou, paprikové zemiaky;Hlavné jedlo;200g/200g;1;2X;7.10 €;
2X Gazdovský bravčový rezeň so slaninkou a cibuľou, ryža;Hlavné jedlo;200g/200g;1;2X;7.10 €;
2X Gemerské guľky,kyslá kapusta;Hlavné jedlo;800g;1,3,7,12;2X;7.10 €;
2X Gril.kur.stehno s hráškovým krémom, opekané zemiaky, obloha;Hlavné jedlo;400g/200g;1;2X;7.10 €;
2X Grilované kuracie stehno, ryža, kompót;Hlavné jedlo;400g/200g;1;2X;7.10 €;
2X Grilované kuracie stehno, ryža, mrkvový šalát;Hlavné jedlo;400g/200g;1.7;2X;7.10 €;
2X Grilované kuracie stehno, zemiaková kaša, kompót;Hlavné jedlo;400g/200g;1.7;2X;7.10 €;
2X Horné kuracie stehno na gazdovský spôsob, opekané zemiaky;Hlavné jedlo;400g/200g;1;2X;7.10 €;
2X Horné kuracie stehno na hubách, ryža;Hlavné jedlo;400g/200g;1,3,7;2X;7.10 €;
2X Chrumkavé kuracie prsia, americké zemiaky, šalát;Hlavné jedlo;200g/200g;1,3,7;2X;7.10 €;
2X Chrumkavé kuracie prsia, paprikové zemiaky, šalát;Hlavné jedlo;200g/200g;1,3,7;2X;7.10 €;
2X Chrumkavé kuracie prsia, pučené zemiaky, šalát;Hlavné jedlo;200g/200g;1,3,7;2X;7.10 €;
2X Chrumkavé kuracie prsia, zemiaková kaša, šalát;Hlavné jedlo;200g/200g;1,3,7;2X;7.10 €;
2X Krušovický bravčový rezeň (klobása,slanina), amer.zem.;Hlavné jedlo;200g/200g;1;2X;7.10 €;
2X Krušovický bravčový rezeň (klobása,slanina), ryža;Hlavné jedlo;200g/200g;1;2X;7.10 €;
2X Kurací paprikáš, ½ryža, ½hranolky;Hlavné jedlo;200g/150g/100g;1,3,7;2X;7.10 €;
2X Kurací rezeň v cestíčku, americké zemiaky, šalát;Hlavné jedlo;200g/200g;1,3,7;2X;7.10 €;
2X Kurací rezeň v cestíčku, pučené zemiaky, šalát;Hlavné jedlo;200g/200g;1,3,7;2X;7.10 €;
2X Kurací rezeň v cestíčku, varené zemiaky, ;Hlavné jedlo;200g/200g;1,3,7;2X;7.10 €;
2X Kurací rezeň v cestíčku, varené zemiaky, čalamáda;Hlavné jedlo;200g/200g;1,3,7;2X;7.10 €;
2X Kurací rezeň v cestíčku, zem.kaša, šalát;Hlavné jedlo;200g/200g;1,3,7;2X;7.10 €;
2X Kurací rezeň v cuketovom cestíčku, paprikové zemiaky, šalát;Hlavné jedlo;200g/200g;1,3,7;2X;7.10 €;
2X Kurací rezeň v cuketovom cestíčku, var.zem., šalát;Hlavné jedlo;200g/200g;1,3,7;2X;7.10 €;
2X Kurací rezeň v cuketovom cestíčku, varené zemiaky ,čalamáda;Hlavné jedlo;200g/200g;1,3,7;2X;7.10 €;
2X Kurací rezeň v pivnom cestíčku, pučené zemiaky, šalát;Hlavné jedlo;200g/200g;1,3,7;2X;7.10 €;
2X Kurací rezeň v pivnom cestíčku, varené zemiaky,šalát;Hlavné jedlo;200g/200g;1,3,7;2X;7.10 €;
2X Kurací rezeň v pivnom cestíčku, zem.kaša, šalát;Hlavné jedlo;200g/200g;1,3,7;2X;7.10 €;
2X Kurací rezeň v sezamovom cestíčku, zemiaková kaša;Hlavné jedlo;150g/200g;1,3,7,11;2X;7.10 €;
2X Kurací rezeň v syrovom cestíčku, varené zemiaky, šalát;Hlavné jedlo;200g/200g;1,3,7;2X;7.10 €;
2X Kurací rezeň v syrovom cestíčku, zemiačky s cibuľkou, mrkvovo-kapustový šalát;Hlavné jedlo;200g/200g;1,3,7;2X;7.10 €;
2X Kurací rezeň v syrovom cestíčku, zemiaková kaša, šalát;Hlavné jedlo;200g/200g;1,3,7;2X;7.10 €;
2X Kurací stehenný plátok s provensálskym korením, americké zemiaky, šalát;Hlavné jedlo;200g/200g;1;2X;7.10 €;
2X Kurací stehenný plátok s provensálskym korením, opek.zemiaky, šalát;Hlavné jedlo;200g/200g;1;2X;7.10 €;
2X Kurací stroganov, ½ryža, ½frit.zemiaky;Hlavné jedlo;200g/150g/100g;1,6,7,10;2X;7.10 €;
2X Kurací stroganov, ½ryža, ½hranolky;Hlavné jedlo;200g/150g/100g;1,6,7,10;2X;7.10 €;
2X Kurací stroganov, fritované zemiaky, tatárska omáčka;Hlavné jedlo;200g/200g;1,6,7,10;2X;7.10 €;
2X Kurací stroganov, ryža;Hlavné jedlo;200g/200g;1,6,7,10;2X;7.10 €;
2X Kurací špíz v trojobale, pečené zemiaky, šalát;Hlavné jedlo;200g/200g;1,3,7;2X;7.10 €;
2X Kurací špíz v trojobale, pučené zemiaky s maslom, šalát;Hlavné jedlo;200g/200g;1,3,7;2X;7.10 €;
2X Kurací špíz v trojobale, varené zemiaky, šalát;Hlavné jedlo;200g/200g;1,3,7;2X;7.10 €;
2X Kurací špíz v trojobale, zem.kaša, šalát;Hlavné jedlo;200g/200g;1,3,7;2X;7.10 €;
2X Kurací špíz v trojobale, zemiaková kaša, šalát;Hlavné jedlo;200g/200g;1,3,7;2X;7.10 €;
2X Kurací závitok, opekané zemiaky;Hlavné jedlo;200g/200g;1.3;2X;7.10 €;
2X Kurací závitok, ryža;Hlavné jedlo;200g/200g;1.3;2X;7.10 €;
2X Kurací závitok, ryža, kompót;Hlavné jedlo;200g/200g;1.3;2X;7.10 €;
2X Kuracia roláda, ryža, kompót;Hlavné jedlo;200g/200g;1.3;2X;7.10 €;
2X Kuracie kocky na paprike, maslové halušky;Hlavné jedlo;200g/180g;1,3,7;2X;7.10 €;
2X Kuracie kocky na spôsob Chilli con carne, ryža;Hlavné jedlo;200g/200g;1;2X;7.10 €;
2X Kuracie na smotane, ½ryža, ½hranolky;Hlavné jedlo;200g/150g/100g;1.7;2X;7.10 €;
2X Kuracie prsia s jarnou zeleninou, ½ryža, ½hranolky;Hlavné jedlo;200g/150g/100g;1;2X;7.10 €;
2X Kuracie prsia s jarnou zeleninou, fritované zemiaky;Hlavné jedlo;200g/200g;1;2X;7.10 €;
2X Kuracie rezančeky na slanine, slovenská ryža, kyslá uhorka;Hlavné jedlo;200g/180g;1;2X;7.10 €;
2X Kuracie stehno na gazdovský spôsob, zemiaková kaša;Hlavné jedlo;400g/200g;1.7;2X;7.10 €;
2x Kuracie stehno na hubách, zemiaková kaša;Hlavné jedlo;400g/200g;1.7;2X;7.10 €;
2X Kuracie stehno na paprike, maslové halušky;Hlavné jedlo;400g/180g;1,3,7;2X;7.10 €;
2X Kuracie stehno na smotane, kolienka;Hlavné jedlo;400g/180g;7;2X;7.10 €;
2X Kuracie stehno s hubovo-smotanovou omáčkou, zemiaky;Hlavné jedlo;400g/200g;1.7;2X;7.10 €;
2X Kuracie v hubovo-smotanovej omáčke, ½ryža, ½hranolky;Hlavné jedlo;200g/150g/100g;1,7;2X;7.10 €;
2X Kuracie v zemiakovej placke, zeleninová obloha;Hlavné jedlo;200g;1,3,7;2X;7.10 €;
2X Labužnícky bravčový rezeň (s klobáskou a kyslou kapustou), americké zemiaky;Hlavné jedlo;200g/200g;1.12;2X;7.10 €;
2X Labužnícky bravčový rezeň (s klobáskou a kyslou kapustou), opekané zemiaky;Hlavné jedlo;200g/180g;1.12;2X;7.10 €;
2X Labužnícky bravčový rezeň (s klobáskou a kyslou kapustou), paprikované zemiaky;Hlavné jedlo;200g/200g;1.12;2X;7.10 €;
2X Maďarský guľáš, knedle;Hlavné jedlo;200g/160g;1,3,7;2X;7.10 €;
2X Maďarský guľáš, maslové halušky;Hlavné jedlo;150g/180g;1,3,7;2X;7.10 €;
2X Marinované kuracie prsia, ½ryža, ½hranolky, ang.zelenina;Hlavné jedlo;200g/150g/100g;1;2X;7.10 €;
2X Marinované kuracie prsia, ½ryža, ½hranolky, obloha;Hlavné jedlo;200g/150g/100g;1;2X;7.10 €;
2X Marinované kuracie prsia, americké zemiaky;Hlavné jedlo;200g/200g;1;2X;7.10 €;
2X Marinované kuracie prsia, fritované zemiaky;Hlavné jedlo;200g/200g;1;2X;7.10 €;
2X Marinované kuracie prsia, opekané zemiaky, zeleninový šalát;Hlavné jedlo;200g/200g;1;2X;7.10 €;
2X Marinované kuracie prsia, ryža, obloha;Hlavné jedlo;100g/200g;;2X;7.10 €;
2X Marinovaný bok, kyslá kapusta, kendla;Hlavné jedlo;200g/160g;1,3,7,12;2X;7.10 €;
2X Mäsové guľky v smotanovej omáčke, opek. zemiaky, uhork. šalát;Hlavné jedlo;200g/200g;1,3,7;2X;7.10 €;
2X Moravský vrabec, kapusta, knedle;Hlavné jedlo;200g/160g;1,3,7,12;2X;7.10 €;
2X Pastiersky rezeň, opekané zemiaky;Hlavné jedlo;200g/200g;1.7;2X;7.10 €;
2X Pastiersky rezeň, ryža;Hlavné jedlo;200g/200g;1.7;2X;7.10 €;
2X Pastiersky rezeň, zemiaková kaša;Hlavné jedlo;200g/200g;1.7;2X;7.10 €;
2X Pivný guláš, noky;Hlavné jedlo;200g/200g;1,3,7;2X;7.10 €;
2X Plnená brav. roláda /sekaná /, zem. kaša, šalát;Hlavné jedlo;200g/200g;1,3,7;2X;7.10 €;
2X Plnené horné kuracie stehno, pučené zemiaky, uhorkovo kapustový šalát;Hlavné jedlo;400g/200g;1,3,7;2X;7.10 €;
2X Plnené kuracie stehno, ryža, kompót;Hlavné jedlo;400g/200g;1.7;2X;7.10 €;
2X Plnené kuracie stehno, zem.kaša, kompót;Hlavné jedlo;400g/200g;1,3,7;2X;7.10 €;
2X Prír.brav.rezeň na zázvore a zelenej fazuľke,½ryža, ½hranolky  ;Hlavné jedlo;200g/150g/100g;1.7;2X;7.10 €;
2X Prír.brav.rezeň s broskyňou a syrom, ½ryža, ½hranolky;Hlavné jedlo;200g/150g/100g;1.7;2X;7.10 €;
2X Prír.bravč.rezeň na rasci, slovenská ryža, kyslá uhorka;Hlavné jedlo;200g/180g;1;2X;7.10 €;
2X Prír.bravč.rezeň na rasci, tarhoňa, kyslá uhorka;Hlavné jedlo;200g/180g;1;2X;7.10 €;
2X Prír.bravč.rezeň na smotane, cestovina;Hlavné jedlo;200g/180g;1,3,7;2X;7.10 €;
2X Prír.bravč.rezeň na spôsob Chilli con carne, ryža;Hlavné jedlo;200g/200g;1;2X;7.10 €;
2X Prír.bravč.rezeň na šampiňónoch, ryža, kyslá uhorka;Hlavné jedlo;100g/200g;1;2X;7.10 €;
2X Prír.bravč.rezeň na zelenine, fritované zemiaky;Hlavné jedlo;200g/200g;1;2X;7.10 €;
2X Prír.bravč.rezeň na zelenine, ryža;Hlavné jedlo;200g/200g;1;2X;7.10 €;
2X Prír.bravč.rezeň na zelenine, varené zemiaky s maslom a petržlenovou vňaťou;Hlavné jedlo;200g/200g;1;2X;7.10 €;
2X Prír.bravč.rezeň s bratislavskou omáčkou, knedle;Hlavné jedlo;200g/160g;1,3,7;2X;7.10 €;
2X Prír.bravč.rezeň s bratislavskou omáčkou, kolienka;Hlavné jedlo;200g/180g;1,3,7;2X;7.10 €;
2X Prír.bravč.rezeň s bratislavskou omáčkou, maslové halušky;Hlavné jedlo;200g/180g;1,3,7;2X;7.10 €;
2X Prír.bravč.rezeň s farebnou paprikou a kečupom, americké zemiaky;Hlavné jedlo;200g/200g;1;2X;7.10 €;
2X Prír.bravč.rezeň s grilovanou zeleninou, ½ryža, ½hranolky;Hlavné jedlo;200g/150g/100g;1;2X;7.10 €;
2X Prír.bravč.rezeň s hráškovou ryžou a šalátom s mrazenej zeleniny;Hlavné jedlo;200g/200g;1;2X;7.10 €;
2X Prír.bravč.rezeň s hubami na smotane, knedle;Hlavné jedlo;200g/160g;1,3,7;2X;7.10 €;
2X Prír.bravč.rezeň s hubovou omáčkou, knedle;Hlavné jedlo;200g/160g;1,3,7;2X;7.10 €;
2X Prír.bravč.rezeň s hubovou omáčkou, ryža;Hlavné jedlo;200g/200g;1.7;2X;7.10 €;
2X Prír.bravč.rezeň s jarnou zeleninou, americké zemiaky;Hlavné jedlo;200g/200g;1;2X;7.10 €;
2X Prír.bravč.rezeň s klobásou a slaninou, ½ryža, ½hranolky;Hlavné jedlo;200g/150g/100g;1;2X;7.10 €;
2X Prír.bravč.rezeň s klobásou a slaninou, americké zemiaky;Hlavné jedlo;200g/200g;1;2X;7.10 €;
2X Prír.bravč.rezeň s klobásou a slaninou, opekané zemiaky;Hlavné jedlo;200g/200g;1;2X;7.10 €;
2X Prír.bravč.rezeň s klobásou a slaninou, ryža;Hlavné jedlo;200g/200g;1;2X;7.10 €;
2X Prír.bravč.rezeň s koreňovou zeleninou na masle, zem.kaša;Hlavné jedlo;200g/200g;1;2X;7.10 €;
2X Prír.bravč.rezeň s koreňovou zeleninou, slovenská ryža;Hlavné jedlo;200g/180g;1;2X;7.10 €;
2X Prír.bravč.rezeň s kôprovou omáčkou, knedle;Hlavné jedlo;200g/160g;1,3,7;2X;7.10 €;
2X Prír.bravč.rezeň s kôprovou omáčkou, varené zemiaky;Hlavné jedlo;200g/200g;1,3,7;2X;7.10 €;
2X Prír.bravč.rezeň s pórom a kukuricou, ½ryža, ½hranolky;Hlavné jedlo;200g/150g/150g4,00 €;1;2X;7.10 €;
2X Prír.bravč.rezeň s volským okom a fazuľkou, ½ryža, ½hranolky;Hlavné jedlo;200g/150g/100g;1.3;2X;7.10 €;
2X Prír.bravč.rezeň s volským okom, ½ryža, ½hranolky, zel.šalát;Hlavné jedlo;200g/150g/100g;1.3;2X;7.10 €;
2X Prír.bravč.rezeň s volským okom, ½ryža, zel.šalát;Hlavné jedlo;200g/200g;1.3;2X;7.10 €;
2X Prír.bravč.rezeň s volským okom, fritované zemiaky;Hlavné jedlo;200g/200g;3;2X;7.10 €;
2X Prír.bravč.rezeň s volským okom, opekané zemiaky;Hlavné jedlo;200g/200g;1;2X;7.10 €;
2X Prír.bravč.rezeň s volským okom, paprikové zemiaky;Hlavné jedlo;200g/200g;3;2X;7.10 €;
2X Prír.bravč.rezeň so slaninkou a cibuľou, opek.zemiaky;Hlavné jedlo;200g/180g;1;2X;7.10 €;
2X Prír.bravč.rezeň so šampiňónmi, opekané zemiaky;Hlavné jedlo;200g/200g;1;2X;7.10 €;
2X Prír.bravč.rezeň so šampiňónmi, ryža;Hlavné jedlo;200g/200g;1;2X;7.10 €;
2X Prír.bravč.rezeň so šampiňónmi, zemiaky;Hlavné jedlo;200g/200g;1;2X;7.10 €;
2X Prír.bravč.rezeň so šunkou a syrom, ½ryža, ½hranolky;Hlavné jedlo;200g/150g/100g;1;2X;7.10 €;
2X Prír.bravč.rezeň so šunkou a syrom, ryža;Hlavné jedlo;200g/300g;1;2X;7.10 €;
2X Prír.bravč.rezeň so šunkovo-syrovou omáčkou , fritované zemiaky;Hlavné jedlo;200g/200g;1,3,7;2X;7.10 €;
2X Prír.bravč.rezeň so zelenou fazuľkou, americké zemiaky;Hlavné jedlo;200g/200g;1;2X;7.10 €;
2X Prír.bravč.rezeň so zelenou fazuľkou, opekané zemiaky;Hlavné jedlo;200g/200g;1;2X;7.10 €;
2X Prír.bravč.rezeň so znojemskou omáčkou, ½ryža, ½hranolky;Hlavné jedlo;200g/100g/100g;1;2X;7.10 €;
2X Prír.bravč.rezeň so znojemskou omáčkou, cestovina;Hlavné jedlo;200g/180g;1,3,7;2X;7.10 €;
2X Prír.bravč.rezeň, ½ryža, ½frit.zem., zel.šalát;Hlavné jedlo;200g/150g/100g;1;2X;7.10 €;
2X Prír.bravč.rezeň, ½ryža, ½hranolky, zel.obloha;Hlavné jedlo;200g/150g/100g;1;2X;7.10 €;
2X Prír.bravč.rezeň, ½ryža, ½hranolky, zelenina na masle;Hlavné jedlo;200g/150g/100g;1;2X;7.10 €;
2X Prír.bravč.rezeň, hrášková ryža, obloha;Hlavné jedlo;200g/200g;1;2X;7.10 €;
2X Prír.bravč.rezeň, opekané zemiaky, šalát so zelenej fazuľky;Hlavné jedlo;200g/200g;1;2X;7.10 €;
2X Prír.bravč.rezeň, slovenská ryža, kyslá uhorka;Hlavné jedlo;100g/180g;1;2X;7.10 €;
2X Prír.kur.rezeň , baby mrkva na masle, zem.kaša;Hlavné jedlo;200g/200g;1.7;2X;7.10 €;
2X Prír.kur.rezeň , opekané zemiaky,mrkvovo-jablkový šalát;Hlavné jedlo;200g/150g/100g;1;2X;7.10 €;
2X Prír.kur.rezeň na bylinkovom masle, ½ryža, ½hranolky;Hlavné jedlo;200g/150g/100g;1;2X;7.10 €;
2X Prír.kur.rezeň na smotane, cestovina;Hlavné jedlo;200g/180g;1,3,7;2X;7.10 €;
2X Prír.kur.rezeň na spôsob Chilli con carne, ryža;Hlavné jedlo;200g/200g;1;2X;7.10 €;
2X Prír.kur.rezeň s ananásom a jablkom, opekané zemiaky;Hlavné jedlo;200g/200g;1;2X;7.10 €;
2X Prír.kur.rezeň s ananásom a jablkom,1/2 ryža,1/2 hranolky;Hlavné jedlo;200g/150g/100g;1;2X;7.10 €;
2X Prír.kur.rezeň s anglickou zeleninou, ½ryža,½hranolky;Hlavné jedlo;200g/150g/100g;1;2X;7.10 €;
2X Prír.kur.rezeň s brokolicou a orieškami, ½ryža, ½hranolky;Hlavné jedlo;200g/150g/150g4,00 €;1.8;2X;7.10 €;
2X Prír.kur.rezeň s broskyňou a syrom, ryža;Hlavné jedlo;200g/200g;1.7;2X;7.10 €;
2X Prír.kur.rezeň s broskyňou a syrom, ryža s hráškom;Hlavné jedlo;200g/200g;1.7;2X;7.10 €;
2X Prír.kur.rezeň s cibuľovo-horčicovou omáčkou, ½ryža, ½hranolky;Hlavné jedlo;200g/150g/100g;1, 10;2X;7.10 €;
2X Prír.kur.rezeň s cibuľovo-horčicovou omáčkou, op.zem., šalát;Hlavné jedlo;200g/200g;1, 10;2X;7.10 €;
2X Prír.kur.rezeň s farebnou zeleninou na masle, ryža;Hlavné jedlo;200g/200g;1.7;2X;7.10 €;
2X Prír.kur.rezeň s grilovanou zeleninou, ½ryža,½hranolky;Hlavné jedlo;200g/150g/100g;1;2X;7.10 €;
2X Prír.kur.rezeň s grilovanou zeleninou, opekané zemiaky;Hlavné jedlo;200g/200g;1;2X;7.10 €;
2X Prír.kur.rezeň s hráškom a mrkvou na masle , ryža, obloha;Hlavné jedlo;200g/200g;1;2X;7.10 €;
2X Prír.kur.rezeň s hráškovým krémom, opekané zemiaky;Hlavné jedlo;200g/200g;1;2X;7.10 €;
2X Prír.kur.rezeň s hráškovým krémom, opekané zemiaky ;Hlavné jedlo;200g/200g;1;2X;7.10 €;
2X Prír.kur.rezeň s hubovo-smotanovou omáčkou, fritované zemiaky;Hlavné jedlo;200g/200g;1;2X;7.10 €;
2X Prír.kur.rezeň s hubovo-smotanovou omáčkou, knedle;Hlavné jedlo;200g/160g;1,3,7;2X;7.10 €;
2X Prír.kur.rezeň s hubovou omáčkou, ½ryža, ½hranolky;Hlavné jedlo;200g/150g/100g;1.7;2X;7.10 €;
2X Prír.kur.rezeň s karam.jablkom, ½ryža,½hranolky;Hlavné jedlo;200g/150g/100g;1;2X;7.10 €;
2X Prír.kur.rezeň s karam.jablkom, opekané zemiaky;Hlavné jedlo;200g/200g;1.7;2X;7.10 €;
2X Prír.kur.rezeň s karam.jablkom, ryža;Hlavné jedlo;200g/200g;1;2X;7.10 €;
2X Prír.kur.rezeň s karotkou, opekané zemiaky;Hlavné jedlo;200g/200g;1;2X;7.10 €;
2X Prír.kur.rezeň s koreňovou zeleninou, ½ryža,½frit.zem.;Hlavné jedlo;200g/150g/100g;1;2X;7.10 €;
2X Prír.kur.rezeň s koreňovou zeleninou, fritované zemiaky;Hlavné jedlo;200g/200g;1;2X;7.10 €;
2X Prír.kur.rezeň s koreňovou zeleninou, zem.kaša;Hlavné jedlo;200g/200g;1.7;2X;7.10 €;
2X Prír.kur.rezeň s koreňovou zeleninou, zemiaková kaša;Hlavné jedlo;200g/200g;1.7;2X;7.10 €;
2X Prír.kur.rezeň s medovo-horčicovou omáčkou, fritované zemiaky, zel.šalát;Hlavné jedlo;200g/200g;1,10;2X;7.10 €;
2X Prír.kur.rezeň s paradajkou a syrom, ½ryža, ½hranolky;Hlavné jedlo;200g/150g/100g;1.7;2X;7.10 €;
2X Prír.kur.rezeň s pórom a kukuricou, ½ryža, ½hranolky;Hlavné jedlo;200g/150g/100g;1;2X;7.10 €;
2X Prír.kur.rezeň s volským okom, ½ryža, ½hranolky;Hlavné jedlo;200g/150g/100g;1.3;2X;7.10 €;
2X Prír.kur.rezeň s volským okom, fritované zemiaky;Hlavné jedlo;2200g/200g;1.3;2X;7.10 €;
2X Prír.kur.rezeň s volským okom, opekané zemiaky;Hlavné jedlo;200g/200g;1.3;2X;7.10 €;
2X Prír.kur.rezeň s volským okom, ryža;Hlavné jedlo;200g/200g;1.3;2X;7.10 €;
2X Prír.kur.rezeň s volským okom, zemiaková kaša;Hlavné jedlo;100g/200g;1,3,7;2X;7.10 €;
2X Prír.kur.rezeň so smotanovo provensálskou omáčkou, opekané zemiaky;Hlavné jedlo;200g/200g;1.7;2X;7.10 €;
2X Prír.kur.rezeň so smotanovou omáčkou, cestovina;Hlavné jedlo;200g/180g;1;2X;7.10 €;
2X Prír.kur.rezeň so šampiňónmi, ryža;Hlavné jedlo;200g/200g;1;2X;7.10 €;
2X Prír.kur.rezeň so šunkou a syrom, ½ryža, ½frit.zem.;Hlavné jedlo;200g/150g/100g;1.3;2X;7.10 €;
2X Prír.kur.rezeň so šunkou a syrom, ½ryža, ½hranolky;Hlavné jedlo;200g/150g/100g;1.7;2X;7.10 €;
2X Prír.kur.rezeň so šunkou a syrom, fritované zemiaky;Hlavné jedlo;200g/200g;1.7;2X;7.10 €;
2X Prír.kur.rezeň so šunkou a syrom, opekané zemiaky;Hlavné jedlo;100g/200g;1.7;2X;7.10 €;
2X Prír.kur.rezeň so šunkou a syrom, ryža, obloha;Hlavné jedlo;200g/200g;1.7;2X;7.10 €;
2X Prír.kur.rezeň so šunkovo-syrovou omáčkou, ½ryža, ½hranolky;Hlavné jedlo;200g/150g/100g;1.7;2X;7.10 €;
2X Prír.kur.rezeň so šunkovo-syrovou omáčkou, ryža;Hlavné jedlo;200g/200g;1.7;2X;7.10 €;
2X Prír.kur.rezeň so zelenou fazuľkou, fritované zemiaky;Hlavné jedlo;200g/200g;1;2X;7.10 €;
2X Prír.kur.rezeň so zelenou fazuľkou, ryža;Hlavné jedlo;200g/200g;1;2X;7.10 €;
2X Prír.kur.rezeň v šampiňónovej omáčke, ryža;Hlavné jedlo;200g/200g;1.7;2X;7.10 €;
2X Prír.kur.rezeň, ½ryža, ½hranolky, mix šalát;Hlavné jedlo;200g/150g/100g;1;2X;7.10 €;
2X Prír.kur.rezeň, fritované zemiaky, zeleninová príloha;Hlavné jedlo;200g/200g;1;2X;7.10 €;
2X Prír.kur.rezeň, hrášková ryža, bretónska zelenina;Hlavné jedlo;200g/200g;1;2X;7.10 €;
2X Prír.kur.rezeň, hrášok, kuk., mrkva na masle, ½ryža,½hranolky;Hlavné jedlo;100g/150g/100g;1;2X;7.10 €;
2X Prír.kur.rezeň, hrášok, kuk., mrkva na masle, zemiaková kaša;Hlavné jedlo;200g/200g;1;2X;7.10 €;
2X Prír.kur.rezeň, hrášok, kukur., mrkva na masle, ½ryža,½hranolky;Hlavné jedlo;100g/150g/100g;1;2X;7.10 €;
2X Prír.kurací rezeň s mascarpone, ½ryža, ½frit.zem.;Hlavné jedlo;200g/150g/100g;1.7;2X;7.10 €;
2X Prírodný bravčový rezeň na smotane, knedle;Hlavné jedlo;200g/160g;1,3,7;2X;7.10 €;
2X Prírodný bravčový rezeň na šampiňónoch, ryža;Hlavné jedlo;200g/200g;1;2X;7.10 €;
2X Segedínsky guláš, knedle;Hlavné jedlo;200g/160g;1,3,7,12;2X;7.10 €;
2X Srbský bravčový rezeň, ½ryža, ½hranolky;Hlavné jedlo;200g/150g/100g;1;2X;7.10 €;
2X Srbský bravčový rezeň, americké zemiaky;Hlavné jedlo;200g/200g;1;2X;7.10 €;
2X Srbský bravčový rezeň, fritované zemiaky;Hlavné jedlo;200g/200g;1;2X;7.10 €;
2X Srbský bravčový rezeň, opekané zemiaky;Hlavné jedlo;200g/180g;1.7;2X;7.10 €;
2X Srbský bravčový rezeň, ryža;Hlavné jedlo;200g/200g;1;2X;7.10 €;
2X Údená krkovička, kyslá kapusta, žemlová knedľa;Hlavné jedlo;200g/180g;1,12;2X;7.10 €;
2X Vyprážaná krkovička, opekané zemiaky, kyslá uhorka;Hlavné jedlo;200g/180g;1,3,7;2X;7.10 €;
2X Vyprážaná krkovička, varené zemiaky, čalamáda;Hlavné jedlo;200g/200g;1,3,7;2X;7.10 €;
2X Vyprážaná krkovička, zemiaky paprikové ,uhorka;Hlavné jedlo;200g/200g;1,3,7;2X;7.10 €;
2X Vyprážaná kuracia kapsa, zemiaková kaša, šalát;Hlavné jedlo;200g/200g;1.7;2X;7.10 €;
2X Vyprážaná kuracia plnená rolka (mrkva, syr, uhorka), zem.kaša;Hlavné jedlo;200g/200g;1,3,7;2X;7.10 €;
2X Vyprážané horné kuracie stehná, zemiak. kaša, uhorka;Hlavné jedlo;400g/200g;1,3,7;2X;7.10 €;
2X Vyprážané horné kuracie stehno, var.zemiaky, zel.šalát;Hlavné jedlo;400g/200g;1,3,7;2X;7.10 €;
2X Vyprážané horné kuracie stehno, zemiak. kaša, zel.šalát;Hlavné jedlo;400g/200g;1,3,7;2X;7.10 €;
2X Vyprážaný bravčový rezeň, americké zemiaky, uhorka;Hlavné jedlo;200g/200g;1,3,7;2X;7.10 €;
2X Vyprážaný bravčový rezeň, paprikové zemiaky, šalát;Hlavné jedlo;200g/200g;1,3,7;2X;7.10 €;
2X Vyprážaný bravčový rezeň, slovenský šalát;Hlavné jedlo;200g/200g;1,3,7;2X;7.10 €;
2X Vyprážaný bravčový rezeň, varené zemiaky s cibuľkou;Hlavné jedlo;200g/200g;1,3,7;2X;7.10 €;
2X Vyprážaný bravčový rezeň, zem.kaša, uhorka;Hlavné jedlo;200g/200g;1,3,7;2X;7.10 €;
2X Vyprážaný bravčový rezeň, zemiaková kaša, šalát;Hlavné jedlo;200g/200g;1,3,7;2X;7.10 €;
2X Vyprážaný bravčový rezeň, zemiakový šalát;Hlavné jedlo;200g/200g;1,3,7;2X;7.10 €;
2X Vyprážaný bravčový rezeň, zemiaky s cibuľkou, grilovaná zelenina;Hlavné jedlo;200g/200g;1,3,7;2X;7.10 €;
2X Záhradnícky kurací rezeň(kor.zel., šunka, cibuľa, jablko), ryža;Hlavné jedlo;200g/200g;1;2X;7.10 €;
2X Znojemský guláš, noky;Hlavné jedlo;200g/180g;1,3,7;2X;7.10 €;
Bravčový vývar so zeleninovými haluškami;polievka;0,4l;1.3;;;
Brokolicová krémová polievka s cestovinou;polievka;0,4l;1.7;;;
Brokolicová krémová polievka s krutónmi;polievka;0,4l;1.7;;;
Brokolicová polievka s liatym cestom;polievka;0,4l;1.3;;;
Bryndzová polievka so zemiakmi;polievka;0,4l;1.7;;;
Cesnaková polievka so syrom a krutónmi;polievka;0,4l;1;;;
Cesnaková polievka so zemiakmi;polievka;0,4l;1;;;
